doc_id,sentence_nr,sentence,relation_types,arguments
OA-STM_050,37+38,"  However , our findings are in contrast to previous work carried out in lowland sites in the UK that found positive relationships between the number of oak seedlings and distance to parent trees but no significant effect for birch seedlings(Harmer et al . , 2005 ) , possibly indicating differences between the shelterwood examined by Harmer et al .",All,"['relationships', 'the number of oak seedlings', 'relationships', 'distance to parent trees']"
OA-STM_050,40,The determination of any relationship between vascular plant cover and regeneration density was complicated by the constantly changing nature of ground flora - the current vegetation structure does not necessarily reflect that present when the seedlings first started growing .,All,"['relationship', 'vascular plant cover', 'relationship', 'regeneration density']"
OA-STM_050,41,"Indeed , the only significant correlation between regeneration density and vascular plant cover was the negative correlation found for birch seedlings ( shorter than 0.5 m ) .",All,"['correlation', 'regeneration density', 'correlation', 'vascular plant cover']"
OA-STM_050,54,This decline is likely to be driven by the increase in herbaceous cover following clearfelling combined with the negative correlation between birch regeneration and herbaceous cover .,All,"['correlation', 'birch regeneration', 'correlation', 'herbaceous cover']"
OA-STM_050,185,"Whilst the regeneration of holly and oak were recorded infrequently ( < 20 % of sites ) , relatively high regeneration densities were recorded at specific sites for these species ( for example , 723stems / ha in the case of oak).The regeneration density of birch and alder was found to be negatively correlated with distance from seed source ( see Table 4 ) .",All,"['correlated', 'distance from seed source']"
OA-STM_050,188,No significant relationship between plant cover and regeneration density was seen for any species .,All,"['relationship', 'plant cover', 'relationship', 'regeneration density']"
OA-STM_050,189,"However , when the regenerating trees were divided into sapling ( taller than 0.5 m ) or seedling ( shorter than 0.5 m ) categories then a significant negative correlation was seen between birch seedling density and vascular plant cover .",All,"['correlation', 'birch seedling density', 'correlation', 'vascular plant cover']"
OA-STM_050,190,Birch also showed a significant negative correlation with the percentage of brash ( woody debris ) .,All,"['correlation', 'the percentage of brash', '( woody debris )']"
OA-STM_050,195,No significant correlation between distance from seed source ( for distances up to 100 m from the source ) and regeneration density was seen for animal - dispersed species ( oak and rowan ) .,All,"['correlation', 'distance from seed source', 'correlation', 'regeneration density', '( for distances up to 100 m from the source )']"
OA-STM_051,200+201+202,"  Definition 4.3Given allocations u and v , the associated balance of power locus is the set B(u , v)={x∈A:,x)}.When Cu≻v = Cv≻u=0̸,B(u , v)=A.",All,"['balance', 'power locus']"
OA-STM_051,220,"This allows us to establish the representation of an internally stable set : Theorem 4.7Any internally stable set , S , is a subset of the union of a finite number of each of : balance of power loci , isolated allocations , and allocations over which all agents are indifferent .",All,"['balance', 'power loci', 'balance', 'isolated allocations', 'balance', 'allocations']"
OA-STM_051,221,"  ProofIndex the balance of power loci in B̄ by j=1 , .",All,"['balance', 'power loci', 'in B̄']"
OA-STM_051,222,"Any x∈A may be located relative to the balance of power locus induced by uj , vj as follows : x∈{B-(uj , vj)B(uj , vj)B+(uj , vj)}⇒βj(x)={-101}.Case 1 : if βj(x)=0 for some x in S and j in { 1, … ,‖B̄‖ } , then x belongs to one of the 3n-1 balance of power loci in B̄ , consistent with the theorem .",All,"['balance', 'power locus']"
OA-STM_051,237+238,"  □ Thus , Jordan 's conjecture can be settled if the elements identified by the theorem can be bounded : the isolated allocations , as countable sets , have measure and dimension zero ; Theorems 2.1 and 3.2 bound the indifferent allocations ; the balance of power loci have not yet been bounded .",All,"['balance', 'power loci']"
OA-STM_051,240,"As these two spaces are different , Theorems 2.1 and 3.2 can not be immediately applied to bound balance of power loci .",All,"['balance', 'power loci']"
OA-STM_051,246,"To proceed beyond this dominant case , consider the special case in which a unit endowment of a single good is shared between the agents in I.",All,"['shared', 'the agents']"
OA-STM_051,265,  We may now resolve the question of bounding balance of power loci : .,All,"['balance', 'power loci']"
OA-STM_051,266,"Lemma 4.10GivenuandvinA , the balance of power locusB(u , v)hasm(n-1)-dimensional measure zero .",All,"['balance', 'power locusB(u', 'balance', 'v)hasm(n-1)-dimensional measure zero']"
OA-STM_051,280+281,"  Appealing to Theorem 3.2 instead of Theorem 2.1 bounds the Hausdorff dimension of balance of power loci , establishing a stronger and more natural interpretation of Jordan 's conjecture : Theorem 4.12A stable set , S , inAhas dimension less than or equal tom(n-1)-1.We conclude by illustrating the preceding arguments in a two - good , two - agent Edgeworth box , depicted in Fig ..",All,"['balance', 'power loci']"
OA-STM_051,285+286,"  The dashed line denotes the balance of power locus , B(t1,t2 ) , where ti is agenti 's tyrannical allocation , granting it the whole endowment .",All,"['balance', 'power locus']"
OA-STM_051,288,The indifference curve for each agent tangent to the balance of power locus is labeled as ∼i .,All,"['balance', 'power locus']"
OA-STM_051,291,"Consistent with Theorem 4.7 , it is a subset of a balance of power locus , B(t1,t2 ) , and the isolated tyrannical allocations ; it has zero area , and is a curve of Hausdorff dimension one , a stronger claim .",All,"['balance', 'power locus', 'balance', 'the isolated tyrannical allocations']"
OA-STM_052,1,"Here , a vertical axis turbine ( optimized for free flow ) has been simulated by a two - dimensional vortex method , both in a channel and in free flow .",All,"['optimized', 'a vertical axis turbine']"
OA-STM_052,6,It is also observed that the optimal tip speed ratio increases with decreasing channel width .,All,"['ratio', 'the optimal tip speed']"
OA-STM_052,10,  How should the turbine design be altered to optimize the turbine for the channel ? .,All,"['optimize', 'the turbine', 'for the channel']"
OA-STM_052,22,"With the increased tip speed ratio , both the angle of relative wind φ ( angle between the direction of the relative flow velocity and the direction of the blade movement ) and the angle of attack are decreased .",All,"['ratio', 'the angle of relative wind φ']"
OA-STM_052,40+41,"  For a width of 2 diameters , 153 % is more than 141 % , which partly can be explained by the optimal tip speed ratio , as the value 141 % is obtained for TSR = 4.4 , while the turbines with even higher solidities ( which should have their peak at lower tip speed ratio ) obtained lower power coefficients , probably due to flow curvature effects caused by the increased chord length .",All,"['ratio', 'the turbines']"
OA-STM_052,45,"It should be noted here that the turbine simulated by Alidadi and Çalişal is smaller ( 0.9 m in diameter ) and designed for a lower tip speed ratio (2.7) , hence , dynamic stall effects are therefore more prominent for this turbine .",All,"['ratio', 'the turbine']"
OA-STM_052,68,"In this formula , ε is the blockage ratio , which is defined as(10)ε = AAc , where Ac is the cross - sectional area of the channel .",All,"['ratio', 'Ac']"
OA-STM_052,97,"This increased power with higher solidity is still limited at a blockage ratios of 12.5 % ( 3 % increase ) , although grows with increasing blockage ratio .",All,"['ratios', 'This increased power with higher solidity']"
OA-STM_052,98,"This indicates that for blockage ratios higher than about 10 % , the blockage ratio should be taken into account for the optimal turbine design .",All,"['ratio', 'the blockage']"
OA-STM_052,146,"Considering that for low blockage ratios , the agreement with the theoretical increase in performance is quite good , it seems plausible that the actual blockage ratio is the most important factor for the increase in power coefficient .",All,"['ratio', 'the actual blockage']"
OA-STM_052,147,"For this reason , it is important to keep the blockage ratio correct in the simulations .",All,"['ratio', 'the blockage']"
OA-STM_052,216,"[ 15 ] , where the model uses a panel method for the potential flow and compensates for friction drag through a boundary layer model .",All,"['compensates', 'friction drag']"
OA-STM_052,265,"Equation (5) can not be applied when integrating over the negative real axis , which is the branch cut of the logarithms .",All,"['integrating', 'the negative real axis', 'integrating', 'the branch cut of the logarithms']"
OA-STM_053,8,Ala181Val change might be predicted to alter interactions with the elongation factors .,All,"['interactions', 'the elongation factors']"
OA-STM_053,33,"This change in the ratio represents both an acquisition of new MRPs as well as loss of bacterial orthologues [ 37,38 ] .",All,"['ratio', 'an acquisition of new MRPs']"
OA-STM_053,34+35,"  MRPL12 does have a bacterial orthologue , which through its interactions with translation factors is important in protein synthesis regulating both speed and accuracywe investigate the genetic basis of disease in a subject born to consanguineous parents , who initially presented with growth retardation and then neurological distress , with evidence of compromised mitochondrial protein synthesis .",All,"['interactions', 'translation factors']"
OA-STM_053,145,Alanine is one of the best helix forming residues and substitutions can therefore have profound energetic effects by perturbing packing interactions or tertiary contacts [ 55 ] .,All,"['interactions', 'tertiary contacts']"
OA-STM_053,146,"Ala181Val change might be predicted to alter interactions with the elongation factors , and since MRPL7/12 bound to elongation factors is predicted to have a higher affinity for the ribosome [ 54 ] , the mutation may in turn affect both rate and accuracy of mitochondrial translation . .",All,"['interactions', 'the elongation factors']"
OA-STM_053,158,"This was in contrast to the control that exhibited a pool of free MRPL12 , which has been reported to interact with POLRMT [ 56 ] .",All,"['interact', 'the control that exhibited a pool of free MRPL12', 'interact', 'POLRMT']"
OA-STM_053,170,"level of mitochondrial transcriptsMRPL12 has been shown to interact with the mitochondrial RNA polymerase (POLRMT) and to stimulate mitochondrial transcription [ 56,57 ] .",All,"['interact', 'the mitochondrial RNA polymerase (POLRMT)']"
OA-STM_053,179,"Since the levels of POLRMT were slightly decreased with normal or slightly elevated levels of mt - mRNA , we assessed the stability of transcripts to see if the half - lives were extended to compensate for reduced synthesis in order to maintain normal steady state levels .",All,"['compensate', 'the half - lives']"
OA-STM_053,182,"2 dimerization and interaction with the mitoribosomeMRPL12 is the orthologue of eubacterial L7 / L12 , where L7 is identical to L12 except that it is N - terminal acetylated .",All,"['interaction', 'the mitoribosomeMRPL12']"
OA-STM_053,192+193,"  The densitometric measurements indicate that the patient IP has ~49 % MRPL12compared to control , in accordance with the gradient and steady state data .",All,"['accordance', 'the gradient']"
OA-STM_053,198+199,"  If this were the case , however , then we would expect an increase in the pool of free MRPL12whereas the subject exhibits a reduced pool of free MRPL12 , which interacts with POLRMT [ 57 ] .",All,"['interacts', 'POLRMT']"
OA-STM_053,202+203+204,"  Thus the reduced levels of mutant MRPL12 in this subject correspond to i ) loss of stability , ii)a decrease in the free pool that is believed to interact with the mitochondrial RNA polymerase and iii ) reduced translation potentially resulting from decreased interactions with translation factors , but with no detectable increase in aberrant translation products .",All,"['interact', 'the mitochondrial RNA polymerase', 'interact', 'translation factors', 'interactions', 'translation factors']"
OA-STM_055,26,The Si was preferred to react with Cl2 and removed away in the form of volatile SiCl4 .,All,"['preferred', 'The Si', 'react', 'The Si', 'react', 'Cl2']"
OA-STM_055,91,"Alternatively , the internal stress induced by the nonuniformity of the crystalline structure and the mismatch between CDC and SiC substrate leads to peak broadening and up - shifting in Raman spectrum of CDC layer [ 17 ] .",All,"['mismatch', 'CDC']"
OA-STM_055,95,2 + 2 Gaussian profiles can be used to fit the Raman spectrum [ 17 ] to calculate the integrated intensity ratio of D- and G - bands ( ID / IG ≈1.70 ) .,All,"['ratio', 'D-']"
OA-STM_055,128,"Before the CVD process , such active sites are passivated by physical interaction ( i.e. physical adsorption ) and formation of metastable chemical bonds , e.g. the C - Cl bond .",All,"['interaction', 'formation of metastable chemical bonds']"
OA-STM_055,158,"Moreover , chemical corrosion [ 28 ] and adhesive interaction prefer to occur in the contact surface to increase friction when sliding against steel .",All,"['interaction', 'adhesive']"
OA-STM_056,136,"By applying the linear approximation to the Knight relation , we assume that the top of the acceleration region is far enough from the planet such that the ratio of the energy gained by a particle traveling through the potential drop to its thermal energy is significantly less than the mirror ratio between top and bottom of the acceleration region .",All,"['ratio', 'top', 'ratio', 'bottom', 'of the acceleration region', 'of the acceleration region']"
OA-STM_056,142,"ΩMpc is fixed at a constant value of ~0.1ΩJ , in accordance with the formulations in Isbell et al .",All,"['accordance', 'the formulations', 'in Isbell et al']"
OA-STM_056,147,Jovian magnetosphere - ionosphere couplingThe interaction between the Jovian magnetosphere and ionosphere is complex .,All,"['interaction', 'the Jovian magnetosphere', 'interaction', 'ionosphere']"
OA-STM_056,152+153,"  The models of Cowley and Bunce ( 2003a , b ) and Nichols and Cowley(2004 ) were primarily used to study the interaction of the inner and middle magnetosphere and how these regions couple with the Jovian ionosphere ; Cowley et al .",All,"['interaction', 'the inner and middle magnetosphere', 'interaction', 'middle magnetosphere']"
OA-STM_056,155,Nichols (2011) considered how a whole magnetosphere self - consistently interacted with the magnetosphere - ionosphere system .,All,"['interacted', 'the magnetosphere - ionosphere system']"
OA-STM_056,156+157+158,"  The force balance formalism of Caudal (1986) was used in the Nichols ( 2011).In addition , Cowley and Bunce(2007 ) investigated how the coupled magnetosphere - ionosphere ( M - I ) system interacts with the solar wind - specifically , transient variations in the solar wind dynamic pressure which cause compressions and expansions of the magnetosphere .",All,"['interacts', 'the coupled magnetosphere - ionosphere ( M - I ) system']"
OA-STM_056,254,"In region III , we find that the peak energy flux for case CF is ~35 % larger than that in case CS and the location of these peaks coincide with the location of the main auroral oval ( ~74 ° ) .",All,"['coincide', 'the location of the main auroral oval', 'coincide', 'the main auroral oval']"
OA-STM_056,270,This demonstrates the differences between using a GCM to represent the thermosphere and using a simple ' slippage ' relation between thermospheric and magnetospheric angular velocities .,All,"['relation', 'thermospheric']"
OA-STM_056,292,"An imbalance is created between ion drag , Coriolis and pressure gradient terms ; thus , giving rise to advection of momentum , which restores equilibrium in this low altitude region .",All,"['imbalance', 'Coriolis']"
OA-STM_056,306,"These complex flow patterns result from the highly perturbed nature of the case CF thermosphere and the imbalance between ion drag , Coriolis , pressure gradients and advection of momentum terms . .",All,"['imbalance', 'ion drag', 'imbalance', 'Coriolis', 'imbalance', 'advection of momentum terms']"
OA-STM_056,431,"This cooling is caused by a combination of local increases in horizontal advection and adiabatic cooling , by factors of three and greater .",All,"['combination', 'adiabatic cooling']"
OA-STM_056,539,"However , in this study , we do not make a distinction between thermospheric response models .",All,"['distinction', 'thermospheric response models']"
OA-STM_057,26,"It should be noted that the grain boundary excess volume eGB represents the GB expansion with respect to a perfect crystal lattice and should not be intermixed with the grain boundary width δ , which is usually in the range of 0.5 nm , i.e. much larger than eGB.Only a few experimental data are available in the literature for grain boundary expansion , primarily for isolated grain boundaries with a distinct orientation relation .",All,"['intermixed', 'the grain boundary excess volume eGB', 'intermixed', 'the grain boundary width δ']"
OA-STM_057,40,"From this point of view , it would be interesting to extend the dilatometry to isothermal measurements and to measure the crystallite size in stage B in more detail , in order to derive experimental information on the correlation between the grain growth kinetics and the free volume release .",All,"['correlation', 'the grain growth kinetics', 'correlation', 'the free volume release']"
OA-STM_057,92,"Furthermore , from a basic materials physics point of view , SPD metals offer the opportunity to study different types of deformation - induced defects and their mutual interaction .",All,"['interaction', 'SPD metals']"
OA-STM_057,97,"For this purpose , the direct experimental method of difference dilatometry is applied in the present work in combination with differential scanning calorimetry (DSC) and scanning electron microscopy (SEM) .",All,"['combination', 'differential scanning calorimetry (DSC)', 'combination', 'scanning electron microscopy (SEM)']"
OA-STM_057,100+101,"  Correlation between microstructure and free volumesFig.2 shows a typical dilatometric length contraction Δl / l0 , indicating the annealing out of defects associated with the release of free volume upon linear heating of the HPT - deformed Cu sample .",All,"['Correlation', 'microstructure', 'Correlation', 'free volumesFig.2']"
OA-STM_058,0,"Most previous studies on soil microbial communities have been focused on species abundance and diversity , but not the interactions among species .",All,"['interactions', 'species']"
OA-STM_058,1+2,"  In present study , the Molecular Ecological Network Analysis tool was used to study the interactions and network organizations of fungal communities in yield - invigorating ( healthy)and -debilitating (diseased) soils induced by prolonged potato monoculture , based on the relative abundances of internal transcribed spacer sequences derived using pyrosequencing .",All,"['interactions', 'network organizations', 'of fungal communities']"
OA-STM_058,48,"NH4 + -N and EC were the key variables associated with the diseased community , as their significant correlations with GS taxa were found only in diseased soils ( Table 2 ) .",All,"['correlations', 'GS taxa']"
OA-STM_058,51+52,"  In most natural environments such as soils , individual organisms do not live in isolation but rather form a complex system of inter - species interactions that , to a large extent , determine the structure of an ecological community ( Freilich et al . , 2010),and consequently the function of the ecosystem ( Fuhrman , 2009 ) .",All,"['interactions', 'inter - species', 'interactions', 'species']"
OA-STM_058,53,"However , interactions and the resulting ecological functions are usually difficult to elucidate , especially for soils .",All,"['interactions', 'the resulting ecological functions']"
OA-STM_058,54+55+56+57+58,"  Furthermore , most previous analytical techniques can be used to describe community composition , diversity and their changes across space , time , or experimental treatments , but can not be used to reveal interactions among community members , which could be more important to ecosystem functioning than abundance and diversity , especially in complex ecosystems ( Deng et al . , 2012).Network analysis is proven to be a powerful tool in revealing the interactions among entities in a system , such as individuals in a school ( Moody , 2001 ) , species in food webs ( Krause et al . , 2003 ; Woodward et al . , 2012),nodes on a computer network ( Pastor - Satorras and Vespignani , 2001 ; Volchenkov et al . , 2002 ) , proteins in metabolic pathways ( Brohée et al . , 2008 ; Guimera and Amaral , 2005 ) , and genes in regulatory networks ( Crombach and Hogeweg , 2008 ) .",All,"['interactions', 'community members']"
OA-STM_058,60,"Despite its pitfalls ( Faust and Raes , 2012 ) , the power and usefulness of network analysis in revealing new information on community member interactions , community organizations , keystone organisms , and their responses to environmental factors that can not be revealed by routine analytical techniques is unequivocally demonstrated .",All,"['interactions', 'keystone organisms', 'interactions', 'their responses to environmental factors']"
OA-STM_058,61,(2011) demonstrated that Actinobacteria were the keystone bacteria connecting different co - expressed OTUs and were significantly correlated with selected soil variables .,All,"['correlated', 'Actinobacteria', 'correlated', 'selected soil variables']"
OA-STM_058,136,"Fourth , the sequences were aligned with CAP3 ( Huang and Madan , 1999 ) and the operational taxonomic units (OTUs) were assigned at 97 % identity level using a minimum overlap of 100 bp , with other parameters left at defaults .",All,"['overlap', 'the operational taxonomic units (OTUs)', 'overlap', 'other parameters left at defaults']"
OA-STM_058,148,A link between a pair of OTUs is assigned when the correlation between their RAs exceeds this threshold value .,All,"['correlation', 'their RAs']"
OA-STM_058,159,Mantel test to correlate GS and network connectivity was run after the soil variable matrix was uploaded and the option of Euclidean distance was selected .,All,"['correlate', 'network connectivity']"
OA-STM_058,160,The correlation coefficient and the significance between network connectivity and GS of soil variables were shown .,All,"['correlation', 'GS', 'of soil variables']"
OA-STM_058,165,"Graphs and heatmaps showing the module - eigengenes of each module , the hierarchy structure of module eigengene , and the correlations between modules and soil variables were shown .",All,"['correlations', 'modules', 'correlations', 'soil variables']"
OA-STM_058,181,Eigengene network analysis calculates the correlations among module eigengenes and thus shows the higher - order organizations of a network structure .,All,"['correlations', 'module eigengenes']"
OA-STM_058,222,"Of the 150 total significant MMs , 24 were shared between the two networks ( Fig . 2 B ) , accounting for 30 % and 33 % in respective networks .",All,"['shared', 'the two networks']"
OA-STM_058,227,"  As for the positive , correlations of OM vs H6 , OM vs H7 , TN vs H3 , .",All,"['correlations', 'OM', 'correlations', 'OM vs H6', 'correlations', 'H6', 'correlations', 'OM']"
OA-STM_058,232,"As for the negative , correlations of EC vs H8 , OM vs H1 , NO3 - -N vs H1 , EC vs H6 and pH vs H6 in healthy network were significant .",All,"['correlations', 'EC', 'correlations', 'H8', 'correlations', 'OM', 'correlations', 'H1']"
OA-STM_058,234,"In contrast , correlations of OM vs D5 , pH vs D1 , EC vs D4 , TN vs D3 and NH4 + -N vs D3 were significant in diseased network with negative correlation .",All,"['correlations', 'OM vs D5', 'correlations', 'D5', 'correlations', 'pH', 'correlations', 'D1', 'correlations', 'EC']"
OA-STM_058,237,The correlation between module eigengenes and soil variables can be applied to analyze nodes ' role - shift and responsible soil factors .,All,"['correlation', 'module eigengenes', 'correlation', 'soil variables']"
OA-STM_058,240+241,"  P47E2 as generalists resided in H2 and H5 modules both irresponsive to soil EC in healthy network(Fig . 2 , Table 2 ) , but became specialists residing in D4 module that was negatively correlated with EC only in diseased network ( Table 2 ) .",All,"['correlated', 'EC']"
OA-STM_058,244,"gM-156 and OTU464 belonging to Gibellulopsis nigrescens as generalists resided in the H6 and H5 modules both irresponsive to TN , NH4 + -N and EC in healthy network , but became specialists residing in D3 module that was negatively correlated with TN and NH4 + -N and positively correlated with EC in diseased network .",All,"['correlated', 'TN', 'correlated', 'EC']"
OA-STM_058,246+247,  OTU1064 belonging to uncultured Geomycesresided in H3 module that was positively correlated with TN but resided in D2 module that was irresponsive to soil variables .,All,"['correlated', 'TN']"
OA-STM_058,251,These two sets of OTU resided in the modules whose eigengenes were significantly correlated with none of the selected soil variables in their respective networks ( Table 1 ) .,All,"['correlated', 'These two sets of OTU', 'correlated', 'none of the selected soil variables']"
OA-STM_058,252+253,"  OTUH4+H5 had 34 members in total(Fig . 4 ) , 28 ( 82 % ) of which were also found in diseased network and were associated with the modules whose eigengenes were significantly correlated with one or more soil variables .",All,"['correlated', 'the modules whose eigengenes', 'correlated', 'one or more soil variables']"
OA-STM_058,255,The same OTU resided in diseased network in D1 whose eigengene was significantly negatively correlated with soil pH.,All,"['correlated', 'soil pH.']"
OA-STM_058,256,"OTUD2+D6 contained 35 members in total , 17 ( 49 % ) of which overlapped with the total number of OTUs in healthy network .",All,"['overlapped', 'the total number of OTUs']"
OA-STM_058,257,"OTU910 belonging to Trichoderma stromaticum , for example , was one of D2 members , and was found in healthy network in module H7 whose eigengene was positively correlated with soil OM and NO3 - -N.",All,"['correlated', 'soil OM']"
OA-STM_058,260,"Correlations between gene significances of soil variables and network connectivityOverall , OM was the only variable affecting Sordariales - associated OTUs in healthy community but not affecting any groups of OTUs in diseased community ( Table 2 ) .",All,"['Correlations', 'gene significances of soil variables', 'Correlations', 'network connectivityOverall']"
OA-STM_060,141,"  Table 1 illustrates the relationship between culture and CLSM results , showing that combining the two techniques identified live bacteria in 57 effusions ( 91.9%).Among the CLSM - positive samples , 25 ( 49.0 % ) contained biofilms and 26 ( 51.0 % ) .",All,"['relationship', 'culture', 'relationship', 'CLSM results']"
OA-STM_061,2,"We propose CafRep , an adaptive congestion aware protocol that detects and reacts to congested nodes and congested parts of the network by using implicit hybrid contact and resources congestion heuristics .",All,"['reacts', 'CafRep', 'reacts', 'an adaptive congestion aware protocol', 'reacts', 'congested nodes', 'reacts', 'congested parts of the network']"
OA-STM_061,6,"CafRep maintains higher availability and success ratios while keeping low delays , packet loss rates and delivery cost .",All,"['ratios', 'CafRep']"
OA-STM_061,33,"As we aim to optimise network wide behaviour based on nodes localised decisions , the question of how the individual nodes can get the feedback about the remote network state and affect it becomes highly challenging .",All,"['optimise', 'the remote network state']"
OA-STM_061,35,We define robustness in terms of providing increased packet resiliency and collaboration between the nodes .,All,"['collaboration', 'the nodes']"
OA-STM_061,38,"Similarly , in order to avoid greedy localised node - only behaviour that leads to decreased intermediary resources and lower network - wide performance , we aim to provide a mechanism that carefully balances opportunistic usage of intermediary resources and cooperative behaviour that leads to improved end to end delivery rates . .",All,"['balances', 'cooperative behaviour']"
OA-STM_061,46,We aim to carefully manage the trade-off between increasing the storage occupation and increasing the hop count .,All,"['trade-off', 'increasing the storage occupation', 'trade-off', 'increasing the hop count']"
OA-STM_061,54,The total cost of delivering a single copy of a message is the sum of all storage and transmission occurrences in the lifetime of a given message along a path between the source and the destination .,All,"['path', 'the source', 'path', 'the destination']"
OA-STM_061,71,The relationship between F and G is constrained such that 0⩽U⩽CG where CG is the total capacity of the graph .,All,"['relationship', 'F']"
OA-STM_061,90,"The Network Layer , on the Physical Layer , illustrates the actual route a message would take through this example network , given the trade-off between shortest path and resource - driven routing , in order to redistribute load to avoid congestion as identified in our criteria . .",All,"['trade-off', 'shortest path', 'trade-off', 'resource - driven routing']"
OA-STM_061,103+104,  X.(2)ReplRateD(X)=M·CafRepUtilD(C(X))CafRepUtilD(X)+CafRepUtilD(C(X))There are seven non - trivial heuristics h(X)that cover different dimensions of the problem and when combined they allow managing a number of trade-offs between different challenges we identified in Section 3 .,All,"['trade-offs', 'different challenges']"
OA-STM_061,138,"In [ 38 ] , each node independently calculates a local approximation of the current congestion level as the ratio of drops and replications collected in the last time interval .",All,"['ratio', 'drops', 'ratio', 'replications', 'collected']"
OA-STM_061,152,"In this way , CafRep adapts the initial number of copies (M) in order to carefully manage the trade-off between the network size and traffic demands .",All,"['trade-off', 'the network size', 'trade-off', 'traffic demands']"
OA-STM_061,163,  Content transmission over CafRepWe describe an example of an interest driven overlay for content dissemination on the top of CafREP in Fig ..,All,"['overlay', 'content dissemination']"
OA-STM_061,199,5 shows no more that 5 % difference in success ratios between the best and worst performer per trace .,All,"['ratios', 'the best']"
OA-STM_061,202,5 and 6 show that CafRep with lowest social weighting (0.3) has the highest success ratio ( 46 - 48 % ) and the lowest delay ( 29 - 45h ) for San Francisco Cab trace [ 45 ] .,All,"['ratio', 'CafRep']"
OA-STM_061,213,"More specifically , CafRep with HighEN Util achieves lower success ratio than CafRep with LowEN Util for the SF Cabs trace [ 45 ] ( and vice versa for SASSY and Infocom 2006 traces ) .",All,"['ratio', 'CafRep', 'ratio', 'CafRep with HighEN Util', 'ratio', 'CafRep', 'ratio', 'LowEN Util']"
OA-STM_061,214,"5 shows CafRep with HighEN Utils success ratio ranging from around 47 % to 44 % for SF Cab trace , followed by 68 - 60 % for Sassy trace and 86 - 76 % for Infocom 2006 trace .",All,"['ratio', 'CafRep']"
OA-STM_061,236,Success ratio and delayAcross all three data connectivity traces CafRep achieves higher success ratio than all other protocols as it more efficiently detects new parts of the networks that have more resources and avoids the parts of the network that are congesting .,All,"['ratio', 'delayAcross', 'ratio', 'delayAcross']"
OA-STM_061,238,9 shows that CafRep has on average 10 - 15 % higher success ratio than RR [ 38 ] and EBR [ 26 ] and more than two times higher success ratios than for SnF [ 37 ] and Prophet [ 23 ] across all traces .,All,"['ratio', 'CafRep', 'ratio', 'RR', 'ratios', 'CafRep']"
OA-STM_061,245,"In EBR [ 26 ] , the respective rates of encounter between two nodes determine the appropriate fraction of message replicas the nodes should exchange .",All,"['encounter', 'two nodes']"
OA-STM_061,249,"9 shows that Prophet 's success ratios ranges from 36 % to 24 % for Infocom2006 , from 29 % to 19 % for Sassy , and from 33 % to 13 % for SFCab .",All,"['ratios', 'Prophet']"
OA-STM_061,252,It is interesting to see that Café has higher success ratios than SnF and Prophet - more that 50 % higher that SnF and more than 200 % higher than Prophet across all data traces .,All,"['ratios', 'Café']"
OA-STM_061,253,"The only exception to this is at times of low levels of congestion in SF Cab Trace where the differences are down to 25%.Between the three connectivity data traces , CafRep achieves lowest success ratio in the SF Cab traces [ 45 ] ( 48 - 44 % ) due to three reasons : first due to the SF Cab [ 45 ] topology described in Section 5.1 , the social utility in CafRep can not identify nodes that are significantly more central ; second as the isolation periods are very high , the nodes can not offload their content for a very long time ; and third as the connectivity periods are very short , the publishing nodes that generate data at a constant rate cause increased dropped packets .",All,"['ratio', 'the social utility in CafRep']"
OA-STM_061,254,It is interesting to see that CafRep achieves around 20 % lower success ratio over SF Cab trace [ 45 ] than over the DieselNet [ 3 ] vehicular trace ( that we used in our earlier work [ 48 ] and showed 70 - 65 % success ratio ) .,All,"['ratio', 'CafRep', 'ratio', 'SF Cab trace', 'ratio', 'CafRep']"
OA-STM_061,259,CafRep achieves higher success ratio over Sassy [ 44 ] data trace then with SF Cab trace [ 45 ] but much lower than when compared with Infocom data trace .,All,"['ratio', 'CafRep', 'ratio', 'Sassy', 'ratio', 'SF Cab trace']"
OA-STM_061,306,"In addition to this , this trace deploys infrastructure - like nodes that facilitate interaction among nodes , has longer contact times , shorter smaller isolation periods and bigger connectivity islands .",All,"['interaction', 'nodes']"
OA-STM_061,352,"In Fig . 14b we show the success ratio of CafRep in comparison to DD [ 49 ] , EPI [ 50 ] and RR [ 38 ] .",All,"['ratio', 'CafRep']"
OA-STM_061,354,"CafRep has the highest success ratio in the less active profile experiments , in comparison with mixed and high traffic profiles as the levels of congestion are lower .",All,"['ratio', 'CafRep']"
OA-STM_061,368,"All our experiments are done in the ONE simulator [ 20 ] and our performance metrics include : success ratio , end to end delay , node buffer availability , number of forwarded packets , packet loss rates , number of delivered packets and number of replicated packets .",All,"['ratio', 'end to end delay', 'ratio', 'node buffer availability']"
OA-STM_061,384,The rage of these devices was about 10 m and encounters were uploaded to a base station regularly ( but the base station did not have any role in forwarding ) .,All,"['uploaded', 'a base station regularly']"
OA-STM_061,404,"In Section 5 we show that CafRep adapts well to the dynamics of all three datasets as it keeps high success ratio and availability , low delay and packet loss rates , and outperforms the other protocols across all datasets .",All,"['ratio', 'availability']"
